503.029160281,365.436058014
504.07668246,361.167421941
504.699875281,384.252885846
485.933171689,356.638466906
517.04290918,366.767273209
500.796604277,360.701661556
506.811254583,375.203000334
504.922567519,372.686176545
501.684630965,362.374230761
510.875212837,354.052316986
507.038534414,357.950424265
504.634466239,362.568514749
513.803063982,383.723761955
506.899665561,355.644049036
498.787914104,352.566761298
524.475819446,377.5464729
503.203608807,370.140201857
488.569157671,369.345660497
512.519651056,368.144318526
509.118343466,376.015214055
489.854895005,346.099422644
518.084017443,369.422050004
518.604107291,348.762326233
501.034309302,368.687417626
497.603451278,380.839401563
497.644326431,353.437095019
515.000639624,352.302946027
500.147246132,351.20717912
517.051794438,365.251205381
498.16559711,359.73015194
497.952432541,350.850758819
520.109424205,389.021077454
515.209619511,360.276219652
506.743513155,362.227061237
511.875251689,354.886126139
505.985051598,365.51566997
522.482591081,352.456767345
525.992370932,380.809346412
516.182274179,371.812671669
510.413521042,377.306463819
502.837547618,351.900915595
503.73024416,367.126322679
507.418443269,375.702227707
501.751060262,381.504913226
505.896726464,366.264814065
506.762706607,356.456454804
523.737269231,377.199541183
521.698759676,368.418368528
510.235156353,364.089055631
508.240991267,363.340806651
506.327317192,363.760393374
503.316256308,357.953380974
504.076472371,357.257249443
522.348073413,371.160435502
512.310478677,384.201243212
495.383549781,353.492590525
514.325805866,368.546217314
507.548745695,366.322846491
527.920351641,373.417011588
503.303505177,367.799297385
488.268677841,372.118176126
512.384351243,368.952789547
509.400543751,362.701058247
520.116148371,354.89182342
517.820376377,383.374933379
513.564575063,367.469698768
510.825329508,361.103393549
515.064699585,345.414776971
498.990529381,366.322169063
495.916933385,361.783722149
519.441807778,371.292292517
495.811807787,366.36139346
512.130459522,358.257172694
521.183481861,363.718302302
510.718975693,362.653589865
516.526550195,361.206801938
502.805129848,369.396966
533.872059247,353.008185121
505.122273527,383.158067224
503.697624901,378.030549033
503.258695046,383.284920518
527.749170505,358.318918333
518.317028491,372.902208055
504.437550777,380.166527473
493.052624866,367.216249869
509.710601544,367.720360056
514.553993641,372.915748568
486.769137231,362.162736294
511.642999459,364.907585075
529.743907873,364.925300128
499.19978182,363.836042502
515.508910126,374.482566803
496.437155538,350.930238164
520.455760666,347.80739144
500.981390559,353.105126939
509.641663782,371.410880836
509.806016645,379.397655068
487.58400166,367.309019943
505.258406209,362.669026808
514.018291715,357.792536165
516.162870346,369.980621655
525.530012583,364.894567305
507.125178243,378.525181581
514.897806,380.700624665
516.370645281,339.697781236
519.422504822,370.596942806
503.389898024,359.654651619
496.169411115,349.332791738
511.78393829,364.713624369
509.893277101,381.96655256
505.768464767,372.446522313
494.350684305,373.406530271
525.644486663,365.533479321
519.344085308,372.093637443
513.400467353,344.613608789
524.189295931,358.974521382
523.564048577,357.533203781
489.303685865,376.240216767
510.481422244,363.315648216
511.744281947,372.964457519
510.831859044,367.809477025
508.756709964,379.879301873
502.808513974,371.599780069
498.725077498,379.473341205
510.922842819,368.606014913
501.988861946,360.370983695
536.403447134,360.016710037
509.077819229,374.452389063
517.526635716,368.838805451
523.605074495,373.060516193
508.401697731,361.986742316
510.144649186,353.781002214
509.250017056,381.268888798
525.842359169,373.981885703
506.31166266,372.122880529
500.809265363,376.219028341
531.024292797,373.187319496
505.498774148,366.599141633
489.046214519,366.84503264
520.001432833,351.00220062
516.086905978,366.439365687
501.475812683,360.398087972
507.766334955,397.251709015
509.160545974,362.051485706
508.642074108,360.464914965
499.608831281,374.70759784
519.659156611,357.90749591
505.708554452,368.940122154
522.364652084,358.980930887
503.470391239,360.755704498
511.001625954,368.241645227
503.029453447,387.827105288
513.650849696,358.875299464
506.647331842,367.363724026
495.99826481,373.390458569
509.449303995,371.065528005
325.919248946,155.970580091
337.610232552,159.239455233
341.997650057,145.977288602
344.355963975,162.979222813
352.109522413,162.531182358
348.021165034,146.258012524
332.987542448,162.463006879
322.221738887,162.918281618
320.35552683,160.078947142
347.181691997,148.996065703
346.698182465,162.736228241
