891.594332511,495.105684353,715.458807165,295.572780848
908.630123906,500.501178962,700.888177552,285.957311215
891.170591906,506.964833482,706.866120742,286.22962065
901.781031235,508.762003769,706.240151795,271.167412256
906.790552548,491.035511341,696.781275403,276.393444673
891.8253328,508.10507978,713.292468474,275.718587591
887.550259925,506.248936949,705.409771526,275.295116559
893.614027954,487.405207373,708.274720587,306.792294015
901.372406366,497.837697998,708.939918103,283.679049817
877.795543068,488.249862161,700.347797672,292.935176393
907.692098492,491.594479056,713.966039615,285.469788308
889.908413174,485.959045661,703.638473676,285.805639677
903.046522656,494.632231173,711.294662306,278.966759921
874.59467401,498.920766334,710.643483923,275.228339212
878.520514302,477.973833608,701.387797361,282.943778606
909.917210258,494.369149598,701.414880557,288.401173903
904.086664593,474.991370487,711.717125128,289.470471064
891.301642072,463.714618821,727.840423156,288.115427254
911.357946096,473.621933973,690.711422942,288.673680888
900.887141759,506.774542914,700.596228427,296.290771321
898.287385919,491.062007446,716.802038758,301.068611534
891.401856771,490.056565335,689.818327371,288.514340849
890.101984168,496.056804193,694.730546822,287.990808334
890.846889759,498.090953784,707.760847981,289.130309399
885.949476811,488.422486641,716.378589319,282.125355907
896.882764373,505.646766699,741.662163346,295.995807935
890.793443522,502.055678802,693.619492994,285.34498392
898.250701147,500.222698499,711.408394777,277.684023539
894.604056569,491.99804325,711.633052783,293.599682968
860.143263286,508.801192972,670.253076901,272.236498572
899.763999824,506.280651074,717.763014103,281.744090043
872.623110236,500.648102758,687.086490482,264.918490385
878.743345653,502.370786459,714.267675844,291.652128848
892.531699986,490.106080379,710.011732213,264.12449803
899.037293108,490.651806239,709.191394767,293.071957538
895.519745614,493.65293925,727.440267431,281.988105253
880.648877425,499.754830751,718.444705028,295.813054519
891.49116881,493.476398476,697.117906312,298.916963751
900.581771125,494.321819955,703.077288448,284.730071693
892.028530719,506.069251698,698.923231894,290.060724167
901.569883578,482.125204964,700.863640051,292.491683269
894.563887275,491.759673531,709.982022378,271.373992802
900.170698192,487.935149197,717.371404947,279.976773739
899.948343997,479.597815587,707.553789302,290.264813639
860.691298403,495.513827136,696.427741549,290.151636292
886.936995859,496.336658424,702.453379403,285.911627741
913.212015574,480.475215176,700.801671911,269.431992224
903.109706185,476.892607469,692.469863509,293.991278686
884.93775971,493.754060036,710.397386227,277.56435938
891.836526553,498.021401927,716.906797324,297.684704394
889.55536983,490.572789814,703.891943431,294.535438206
891.418251479,480.952783033,714.501741086,280.830316267
886.226734711,499.209437923,704.025772137,272.399248467
900.272551242,503.197936579,717.79467569,287.461731114
903.48522062,486.675737407,705.968561763,280.230841884
902.948757449,495.19709903,700.935069619,299.158997454
889.933572679,485.42027219,708.064136928,269.087344875
883.041178097,488.407601405,711.200136552,283.951235962
909.348682925,487.79746575,696.367166783,296.201661728
895.811276352,488.464973256,687.121520393,278.300025576
881.532819671,475.405286196,730.502964485,279.312827148
888.344137642,489.967230682,705.16671134,253.054135385
885.126008508,479.704065224,702.683466259,286.776493683
882.685574429,484.659685939,714.631188333,286.796445241
903.010465284,485.108609789,689.362883332,283.003077844
884.063154881,494.914016523,700.730690326,261.922133961
899.540234625,494.597097631,712.607041331,280.932492938
902.213753448,484.004596532,702.045485928,286.586339835
884.784194881,496.552732069,701.172811822,282.688145919
883.315304181,480.413196361,707.476708356,293.746724559
900.198558609,490.071764841,713.657571521,263.736015718
895.624922455,506.672643529,698.075383224,292.257203387
886.397795948,483.577456283,709.796259316,289.783381347
893.627662067,503.959243881,695.882295615,268.501838415
906.088672164,496.176202684,694.023413631,277.380174219
893.909126243,501.085903533,693.067768167,295.086497739
883.704369776,481.784369978,711.75060367,292.153524621
892.780411321,489.523399118,703.638273962,299.359347437
896.370566209,498.05864549,704.391673099,292.073092807
903.885786665,494.447644087,701.704623241,287.65500765
898.457697839,493.505468964,695.888229092,303.013754516
878.552165808,519.155247774,694.099546008,297.246655931
901.365890202,496.627059732,709.234131025,287.216325709
881.466315499,494.758119071,703.829855906,261.274333716
888.459374365,483.177882426,706.988575988,270.775798268
909.68077431,475.817797873,692.662640942,264.748795176
882.745639356,501.129468418,704.534097759,291.146639526
890.768242562,509.901353702,710.550291841,260.764250317
890.33854471,483.577247704,709.52909545,299.335007494
896.127191565,492.137081842,710.629674695,300.968959428
891.105191999,497.411847426,707.437579667,299.53695981
873.942203923,502.837531306,710.655216104,291.34429561
887.903041146,488.258009433,725.346724757,276.684749955
883.3336005,502.947748605,699.921542444,289.142947273
886.421720255,465.834834909,704.886557165,297.105002218
893.643152176,509.061172758,701.864668259,289.142479159
882.901219114,498.444601779,722.231516159,299.127833461
879.620426703,495.155827619,705.418110731,283.952346761
904.814813831,482.23044893,702.837184188,299.64040901
889.177014083,490.230363823,706.25222697,285.024779989
895.593593086,503.326740817,712.799362448,285.398480549
894.443109042,492.708445374,688.456163177,289.456877201
902.096748464,496.514223966,710.929448433,293.481895284
888.618516501,498.539302506,707.726107334,290.652973075
900.087315959,489.291832921,706.094038208,270.089342585
897.326862995,505.545708553,706.531199622,277.790878585
882.995756791,504.283445188,701.530129704,291.240497954
903.017718086,522.557661735,681.470429743,300.183095741
892.463284792,503.201732518,696.715693646,290.161740019
889.421970575,493.038193558,714.701089878,264.514462911
916.054723892,488.214285479,711.997859949,296.910993576
897.94180305,486.337486545,726.578949467,293.167583349
894.803837844,489.228230879,709.65859262,273.493080645
877.235893787,491.722528426,713.240705719,281.993269291
897.583608536,495.551318917,695.66801835,283.051206398
894.594410822,502.365118954,706.984850333,297.473309996
888.016567287,490.452985371,703.542463309,282.365925213
906.254533165,500.298027296,699.07956127,282.668011573
889.337404934,474.136663912,704.501954334,276.940472353
899.414963079,498.512221149,705.227779303,277.545828307
891.311365577,492.483923623,711.690759605,267.069624527
875.429051933,504.881324568,716.27074835,279.987795344
894.46136963,485.25203118,700.749065444,282.586478207
884.995627311,499.608218381,714.639991494,261.495051225
905.244683692,479.345502519,692.928057819,283.759580989
869.646057853,502.309811428,699.953829419,276.330782959
893.87824143,515.984083285,689.559027171,277.188665497
888.375765834,480.797516034,703.349249082,277.131355966
898.868719197,509.06121467,698.412947132,285.580777341
878.068505439,511.675886567,693.473284515,298.375800386
858.746231293,488.274712512,722.067325856,299.351508436
873.713377317,490.995297444,711.894856706,267.107169018
889.336100541,502.131610045,703.477636667,277.460511635
880.281285571,485.502466153,694.877631939,280.796968053
893.189704598,502.143107917,700.772224536,298.946602797
